"CODE","DAY","CCY","PRECLOSE","OPEN","HIGH","LOW","CLOSE","CHANGE","PCTCHANGE","VOLUME","AMOUNT","ADJPRECLOSE","ADJOPEN","ADJHIGH","ADJLOW","ADJCLOSE","ADJFACTOR","AVGPRICE","TRADESTATUS","TRADESTATUSCODE","LIMIT","STOPPING","PRESETTLE","SETTLE","OI","FS_INFO_TYPE","OPDATE","SOURCE","OICHANGE","DIRTYPRICE","NETPRICE","NAV","ADJNAV","NAV_ADJFACTOR","ROOT","BID","ASK","MID","FIRST_NOTICE_DAY","LAST_TRADING_DAY","PREHALFH_AVG_PRICE","ADJ_FACTOR_NET","ADJ_CLOSE_NET","DELTA","GAMMA","VEGA","THETA","RHO"
IM2612.CFE,"2026-07-09",,,7792,7910.4,7650,7896,133.4,,35604,5533668.364,,,,,,,,,,,,7762.6,7865.2,109178,"2",2026-07-12 17:30:36,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-10",,,7913,7998,7780,7780,-85.2,,30232,4793225.944,,,,,,,,,,,,7865.2,7856.2,107556,"2",2026-07-13 16:30:42,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-13",,,7760,7794,7428.4,7459.6,-396.6,,38854,5893370.588,,,,,,,,,,,,7856.2,7466.2,114602,"2",2026-07-16 17:30:54,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-14",,,7480,7589,7364.6,7563.4,97.2,,38509,5763863.724,,,,,,,,,,,,7466.2,7545.4,116484,"2",2026-07-17 17:30:56,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-15",,,7605,7620,7442.8,7499.2,-46.2,,29866,4494081.492,,,,,,,,,,,,7545.4,7476.2,118371,"2",2026-07-18 17:30:42,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-16",,,7467.8,7528.8,7305,7347,-129.2,,34682,5144214.156,,,,,,,,,,,,7476.2,7346.4,121285,"2",2026-07-19 17:30:36,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-17",,,7325,7330,6816.6,6866,-480.4,,55793,7905513.084,,,,,,,,,,,,7346.4,6930.4,127296,"2",2026-07-20 17:30:43,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-20",,,7020,7037.8,6456.6,6650.6,-279.8,,67178,9090224.916,,,,,,,,,,,,6930.4,6582,127385,"2",2026-07-23 17:30:59,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-21",,,6680,6978.8,6460,6971.4,389.4,,58797,7958272.376,,,,,,,,,,,,6582,6945.8,126493,"2",2026-07-24 17:30:59,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-22",,,6950,7003.4,6792.8,6828,-117.8,,46329,6389834.932,,,,,,,,,,,,6945.8,6829.2,123558,"2",2026-07-24 17:30:59,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-23",,,6857.2,6957,6805.6,6876.4,47.2,,35825,4929533.148,,,,,,,,,,,,6829.2,6871.4,119793,"2",2026-07-26 17:30:39,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-24",,,6795,6856.8,6669.2,6685,-186.4,,37899,5115681.624,,,,,,,,,,,,6871.4,6703.8,122161,"2",2026-07-27 17:30:53,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-27",,,6685,6956.2,6685,6951,247.2,,40430,5532992.672,,,,,,,,,,,,6703.8,6907.6,120629,"2",2026-07-29 17:30:55,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-28",,,6852.2,6877,6698,6754.6,-153,,37929,5142758.688,,,,,,,,,,,,6907.6,6727.6,118939,"2",2026-07-29 17:30:55,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
IM2612.CFE,"2026-07-29",,,6770,6904.6,6642.8,6883,155.4,,55092,7466690.148,,,,,,,,,,,,6727.6,6856.6,125388,"2",2026-07-29 17:30:55,CINDEXFUTURESEODPRICES,,,,,,,IM,,,,,,,,,,,,,
"000852.SH","2026-06-01",CNY,8408.7357,8393.5182,8504.9828,8339.3533,8345.1291,-63.6066,-0.7564,305706423,607633321.059,,,,,,,,,,,,,,,,2026-06-04 20:00:37,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-02",CNY,8345.1291,8360.8072,8440.2318,8219.1526,8384.7812,39.6521,0.4752,292777853,589657282.873,,,,,,,,,,,,,,,,2026-06-05 20:00:45,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-03",CNY,8384.7812,8386.8576,8549.2486,8357.4635,8432.679,47.8978,0.5712,318291166,688232619.746,,,,,,,,,,,,,,,,2026-06-06 20:00:45,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-04",CNY,8432.679,8338.854,8456.0172,8338.854,8420.0946,-12.5844,-0.1492,286173609,599542777.866,,,,,,,,,,,,,,,,2026-06-07 20:00:30,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-05",CNY,8420.0946,8380.8523,8500.1001,8305.3956,8340.9631,-79.1315,-0.9398,314953576,664778756.147,,,,,,,,,,,,,,,,2026-06-08 20:01:42,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-08",CNY,8340.9631,8069.482,8260.1923,7987.3963,8081.2614,-259.7017,-3.1136,303536985,603155103.799,,,,,,,,,,,,,,,,2026-06-11 20:00:18,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-09",CNY,8081.2614,8178.8231,8322.109,8096.5769,8318.6978,237.4364,2.9381,293097597,602773097.27,,,,,,,,,,,,,,,,2026-06-12 20:00:10,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-10",CNY,8318.6978,8232.0235,8285.2864,8103.0099,8198.7232,-119.9746,-1.4422,286844566,582026561.182,,,,,,,,,,,,,,,,2026-06-13 20:00:06,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-11",CNY,8198.7232,8158.4598,8223.5272,8084.9,8159.4548,-39.2684,-0.479,271163953,577080601.081,,,,,,,,,,,,,,,,2026-06-14 20:00:05,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-12",CNY,8159.4548,8294.8972,8348.786,8181.4174,8202.7991,43.3443,0.5312,328599085,717319013.093,,,,,,,,,,,,,,,,2026-06-15 20:00:16,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-15",CNY,8202.7991,8269.3972,8521.233,8269.3972,8521.233,318.4339,3.882,296012067,640124261.587,,,,,,,,,,,,,,,,2026-06-18 20:00:16,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-16",CNY,8521.233,8534.2702,8684.6498,8508.9079,8646.4034,125.1704,1.4689,298022607,683488867.029,,,,,,,,,,,,,,,,2026-06-19 20:00:10,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-17",CNY,8646.4034,8581.6499,8705.4025,8581.6499,8704.4677,58.0643,0.6715,282227937,658867267.024,,,,,,,,,,,,,,,,2026-06-20 20:00:05,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-18",CNY,8704.4677,8666.6378,8796.4845,8664.2777,8771.0244,66.5567,0.7646,290062435,680473865.689,,,,,,,,,,,,,,,,2026-06-21 20:00:05,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-22",CNY,8771.0244,8813.7247,8865.8148,8609.6107,8865.676,94.6516,1.0791,335718210,786541007.011,,,,,,,,,,,,,,,,2026-06-25 20:00:16,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-23",CNY,8865.676,8838.7627,8862.7185,8626.1008,8680.0387,-185.6373,-2.0939,303954878,707484276.759,,,,,,,,,,,,,,,,2026-06-26 20:00:11,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-24",CNY,8680.0387,8650.8156,8803.5014,8581.751,8793.4866,113.4479,1.307,286867145,680312177.617,,,,,,,,,,,,,,,,2026-06-27 20:00:18,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-25",CNY,8793.4866,8806.0709,8872.1228,8743.2493,8825.9201,32.4335,0.3688,305442638,729838211.068,,,,,,,,,,,,,,,,2026-06-28 20:00:06,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-26",CNY,8825.9201,8771.5979,8797.282,8563.695,8601.4075,-224.5126,-2.5438,321227656,755464112.293,,,,,,,,,,,,,,,,2026-06-29 20:00:10,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-29",CNY,8601.4075,8616.4237,8677.6299,8413.8636,8597.8932,-3.5143,-0.0409,309871021,750058629.129,,,,,,,,,,,,,,,,2026-07-02 20:00:29,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-06-30",CNY,8597.8932,8574.2495,8815.1083,8547.3122,8809.7859,211.8927,2.4645,279117364,685381605.224,,,,,,,,,,,,,,,,2026-07-03 20:00:16,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-01",CNY,8809.7859,8827.4702,8944.1946,8806.6459,8876.6303,66.8444,0.7588,325765871,782800133.621,,,,,,,,,,,,,,,,2026-07-04 20:00:06,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-02",CNY,8876.6303,8688.2905,8865.9659,8598.8691,8625.3336,-251.2967,-2.831,310858902,717867291.622,,,,,,,,,,,,,,,,2026-07-05 20:00:04,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-03",CNY,8625.3336,8627.3819,8740.6676,8559.2847,8620.7886,-4.545,-0.0527,290244508,674994834.099,,,,,,,,,,,,,,,,2026-07-06 20:00:14,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-06",CNY,8620.7886,8669.123,8694.8045,8432.8967,8472.6028,-148.1858,-1.7189,281224208,655013068.731,,,,,,,,,,,,,,,,2026-07-09 20:00:14,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-07",CNY,8472.6028,8436.3894,8489.4759,8261.3977,8301.8035,-170.7993,-2.0159,244575082,544456254.012,,,,,,,,,,,,,,,,2026-07-10 20:00:10,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-08",CNY,8301.8035,8315.9619,8328.9647,8117.8607,8117.8607,-183.9428,-2.2157,238283926,527640623.974,,,,,,,,,,,,,,,,2026-07-11 20:00:07,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-09",CNY,8117.8607,8161.8585,8312.6212,7978.8056,8300.077,182.2163,2.2446,254579344,580421702.888,,,,,,,,,,,,,,,,2026-07-12 20:00:04,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-10",CNY,8300.077,8312.4918,8438.1942,8198.3078,8198.3078,-101.7692,-1.2261,308503609,691814043.744,,,,,,,,,,,,,,,,2026-07-13 20:00:12,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-13",CNY,8198.3078,8124.363,8171.5039,7769.2917,7787.8529,-410.4549,-5.0066,285286344,573788494.518,,,,,,,,,,,,,,,,2026-07-16 20:00:21,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-14",CNY,7787.8529,7799.813,7934.1027,7657.6714,7925.1232,137.2703,1.7626,255892015,519230856.494,,,,,,,,,,,,,,,,2026-07-17 20:00:14,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-15",CNY,7925.1232,7959.3737,7979.0765,7783.219,7817.8313,-107.2919,-1.3538,258433271,504268472.8,,,,,,,,,,,,,,,,2026-07-18 20:00:07,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-16",CNY,7817.8313,7713.1352,7836.39,7591.4205,7631.7622,-186.0691,-2.3801,248226871,473090736.173,,,,,,,,,,,,,,,,2026-07-19 20:00:05,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-17",CNY,7631.7622,7599.3879,7605.6125,7163.3085,7167.9959,-463.7663,-6.0768,296242245,510907297.887,,,,,,,,,,,,,,,,2026-07-20 20:00:09,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-20",CNY,7167.9959,7256.2669,7298.1222,6824.1446,6965.3757,-202.6202,-2.8267,308186914,518121843.932,,,,,,,,,,,,,,,,2026-07-23 20:00:10,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-21",CNY,6965.3757,6975.8931,7264.3378,6714.1869,7259.863,294.4873,4.2279,334989399,572869030.333,,,,,,,,,,,,,,,,2026-07-24 20:00:17,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-22",CNY,7259.863,7196.8632,7302.4544,7118.6602,7158.7622,-101.1008,-1.3926,291582470,518357580.391,,,,,,,,,,,,,,,,2026-07-25 20:00:18,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-23",CNY,7158.7622,7169.5427,7247.1412,7113.4977,7195.4997,36.7375,0.5132,250502727,422221092.352,,,,,,,,,,,,,,,,2026-07-26 20:00:08,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-24",CNY,7195.4997,7109.2475,7174.5521,6995.6931,6995.6931,-199.8066,-2.7768,229026635,379813289.83,,,,,,,,,,,,,,,,2026-07-27 20:00:12,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-27",CNY,6995.6931,6981.1649,7228.7845,6972.2815,7228.7845,233.0914,3.3319,225960825,390089645.5,,,,,,,,,,,,,,,,2026-07-30 11:00:14,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-28",CNY,7228.7845,7135.7349,7189.1772,6992.9441,7026.2761,-202.5084,-2.8014,225776735,393766907.545,,,,,,,,,,,,,,,,2026-07-30 11:00:14,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
"000852.SH","2026-07-29",CNY,7026.2761,7020.2233,7132.3518,6897.3922,7095.1863,68.9102,0.9807,271374083,458880097.395,,,,,,,,,,,,,,,,2026-07-30 11:00:15,AINDEXEODPRICES,,,,,,,,,,,,,,,,,,,,
